% Generated by PAnDConv in Tue Nov  1 10:31:45 2011
% Author: Paulo Joia Filho
% instances: 3028
% dimension: 13
% classes:   3
% 
% Link to Dataset: (Example 3: US counties) 
% http://www.cs.umd.edu/hcil/hce/examples/application_examples.html
% 
%
% Data source:
% 
% County-by-County data:
% http://users.erols.com/turboperl/dcmaps.html 
% 
% FIPS code - county names:
% http://www.census.gov/population/cencounts/1900-90.txt
% http://www.arfsys.com/indep.htm ( Denali Alaska 02068 )
% 
%
% The meaning of each column :
%    
%    1. HomeValue2000: median value of owner-occupied housing value, 2000
%    2. Income1999: per capita money income, 1999
%    3. Poverty1999: percent below poverty level, 1999
%    4. PopDensity2000: population, 2000
%    5. PopChange: population percent change, 4/1/2000-7/1/2001
%    6. Prcnt65+: population 65 years old and over, 2000
%    7. Below18: person under 18 years old, 2000
%    8. PrcntFemale2000: percent of female persons, 2000
%    9. PrcntHSgrads2000: percent of high school graduates age 25+, 2000
%   10. PrcntCollege2000: percent of college graduates or higher age 25+, 2000
%   11. Unemployed: person unemployed, 1999
%   12. PrcntBelow18: percent under 18 years old, 2000
%   13. FarmAcres: farm land (acres), 1997
%   14. LifeExpectancy_classes: life expectancy, 1997
%
%   
% Notice:
% 
%   - Incomplete instances were removed from original dataset.
%
%   - The column "LifeExpectancy_classes" was adapted from "LifeExpectancy" in order to create three distinc classes, as following: 
%
%     65 <= LE < 74 -> class 0;
%     74 <= LE < 76 -> class 1;
%     76 <= LE < 80 -> class 2.


@RELATION DY

@ATTRIBUTE	id	STRING
@ATTRIBUTE	HomeValue2000	REAL
@ATTRIBUTE	Income1999	REAL
@ATTRIBUTE	Poverty1999	REAL
@ATTRIBUTE	PopDensity2000	REAL
@ATTRIBUTE	PopChange	REAL
@ATTRIBUTE	Prcnt65Plus	REAL
@ATTRIBUTE	Below18	REAL
@ATTRIBUTE	PrcntFemale2000	REAL
@ATTRIBUTE	PrcntHSgrads2000	REAL
@ATTRIBUTE	PrcntCollege2000	REAL
@ATTRIBUTE	Unemployed	REAL
@ATTRIBUTE	PrcntBelow18	REAL
@ATTRIBUTE	FarmAcres	REAL
@ATTRIBUTE	class {0,1,2}

@DATA
785,0.0824,0.43873,0.1406,0.0011926,-0.022059,0.59078,0.0010026,0.88153,0.88041,0.26095,0.00047651,0.52097,0.048986,2
786,0.094,0.41815,0.11072,0.0017268,-0.029412,0.51873,0.0015675,0.87979,0.9,0.30648,0.00065612,0.56071,0.056153,2
787,0.079467,0.39938,0.10545,0.0012711,-0.14706,0.51585,0.0012032,0.88502,0.88454,0.2697,0.00052049,0.58499,0.053797,2
788,0.076267,0.39004,0.1406,0.0019762,-0.11029,0.59654,0.0017414,0.89024,0.88351,0.29947,0.0010043,0.54525,0.054748,2
789,0.099867,0.39282,0.12478,0.0016457,-0.022059,0.51009,0.0015397,0.88676,0.87629,0.22242,0.00067444,0.57837,0.063244,1
790,0.10227,0.40461,0.15466,0.0021363,-0.0073529,0.42363,0.0018808,0.86063,0.88763,0.28371,0.0011033,0.54525,0.039408,2
791,0.079333,0.39682,0.16344,0.0010433,-0.058824,0.57925,0.00098014,0.88502,0.81753,0.22067,0.00053516,0.58057,0.043442,2
792,0.0956,0.40701,0.14587,0.0010905,-0.066176,0.60519,0.00096703,0.89024,0.88969,0.2697,0.00038854,0.54967,0.041455,2
793,0.074,0.41535,0.15466,0.00082327,-0.17647,0.62824,0.00074888,0.89895,0.87629,0.23818,0.00031523,0.56291,0.040794,2
794,0.11413,0.42,0.087873,0.0016462,0.11029,0.4928,0.001551,0.89373,0.89691,0.27671,0.00056814,0.58278,0.053455,2
795,0.102,0.38541,0.18102,0.0021321,-0.029412,0.49856,0.0019757,0.88328,0.84021,0.21191,0.0014625,0.57395,0.053922,2
796,0.11,0.43641,0.11424,0.0039092,0.014706,0.4611,0.0034382,0.86411,0.89485,0.27846,0.0013635,0.54305,0.067742,2
797,0.096667,0.43546,0.19156,0.0016998,-0.066176,0.39769,0.001479,0.89024,0.90825,0.54641,0.001118,0.53863,0.036721,2
798,0.17533,0.4942,0.26362,0.011661,0.014706,0.21326,0.0083629,0.87456,0.96598,0.83363,0.004996,0.44371,0.046403,2
799,0.1072,0.39625,0.15114,0.0021242,-0.058824,0.45533,0.0018269,0.83275,0.87938,0.22242,0.00095668,0.53201,0.051846,2
800,0.0692,0.38077,0.1775,0.0011976,0,0.58213,0.0010986,0.89721,0.86598,0.20315,0.00082839,0.56733,0.052022,2
801,0.0724,0.36916,0.17926,0.001803,-0.16176,0.57925,0.0016623,0.89199,0.88247,0.23818,0.00093102,0.56954,0.093549,2
802,0.0804,0.4099,0.17047,0.0039973,-0.13971,0.4755,0.0034757,0.87979,0.86186,0.21891,0.0026868,0.53863,0.041338,1
803,0.13253,0.51103,0.11424,0.020138,0.058824,0.35159,0.018149,0.8885,0.93402,0.48511,0.0075032,0.5585,0.054631,2
804,0.0888,0.39242,0.16344,0.0012798,0.036765,0.40634,0.0012669,0.87631,0.82165,0.22242,0.00066711,0.61148,0.032433,2
805,0.067867,0.3412,0.24077,0.00098977,0.036765,0.5562,0.00089656,0.89547,0.81546,0.1944,0.00048384,0.56071,0.036583,2
806,0.085333,0.35766,0.12302,0.0012357,-0.0073529,0.54179,0.0012343,0.87805,0.81134,0.24869,0.00036288,0.6181,0.056123,2
807,0.11693,0.43052,0.11775,0.0014727,0.088235,0.43804,0.0014251,0.88328,0.90309,0.25219,0.00087238,0.59823,0.050984,2
808,0.0908,0.4055,0.17223,0.0023463,-0.066176,0.46974,0.0021522,0.87456,0.85155,0.28897,0.00094935,0.56733,0.05299,2
809,0.11773,0.41628,0.13357,0.003367,0.125,0.45821,0.0030454,0.87805,0.86598,0.331,0.0014185,0.5585,0.046015,2
810,0.094933,0.42649,0.17926,0.0041296,0.022059,0.47262,0.0037219,0.87456,0.84845,0.29772,0.0016604,0.5585,0.051437,1
811,0.12387,0.41671,0.14587,0.0015282,0.051471,0.36311,0.0014588,0.8676,0.85773,0.28546,0.00043252,0.59161,0.037383,1
812,0.088667,0.37385,0.18805,0.0011423,-0.022059,0.62248,0.0010813,0.89024,0.8701,0.22417,0.00059014,0.58499,0.042705,2
813,0.072533,0.38871,0.1652,0.0010526,-0.10294,0.68876,0.0008722,0.89721,0.84227,0.23468,0.00056814,0.51214,0.059209,1
814,0.069867,0.38154,0.15817,0.00084208,-0.16176,0.56196,0.00076163,0.89373,0.84742,0.22067,0.00044718,0.5585,0.034998,2
815,0.074533,0.36415,0.15993,0.0012365,-0.14706,0.58501,0.0011023,0.91638,0.8433,0.22592,0.00067444,0.55188,0.039078,2
816,0.11293,0.43648,0.15641,0.0043829,0.022059,0.37176,0.0042051,0.87979,0.82784,0.30123,0.0021589,0.59382,0.035269,2
817,0.077733,0.38435,0.1283,0.0015865,-0.073529,0.60807,0.0014026,0.89024,0.83196,0.25744,0.00061946,0.54746,0.05773,2
818,0.0712,0.36615,0.12302,0.00073566,-0.073529,0.54467,0.00068441,0.89373,0.83608,0.23468,0.00033356,0.57616,0.038748,2
819,0.08,0.37076,0.21968,0.0017833,-0.125,0.57061,0.0014798,0.85889,0.88144,0.29072,0.0007954,0.51435,0.0498,2
820,0.071333,0.3944,0.18629,0.0010659,-0.095588,0.61383,0.00091455,0.89547,0.86289,0.24343,0.00048017,0.5298,0.05278,2
821,0.1176,0.43241,0.10545,0.0026104,0.0073529,0.4611,0.002638,0.87631,0.90103,0.338,0.001151,0.62472,0.08246,2
822,0.053867,0.37823,0.15993,0.00090994,-0.16176,0.62536,0.00082534,0.88676,0.89278,0.2627,0.00050217,0.56071,0.057491,2
823,0.13747,0.52609,0.13884,0.039352,0.088235,0.31988,0.036095,0.89721,0.91031,0.52014,0.01472,0.56733,0.036336,2
824,0.1132,0.4287,0.14763,0.0092132,0.014706,0.39481,0.0085507,0.89024,0.86598,0.2627,0.0034638,0.57395,0.086434,1
825,0.1088,0.41433,0.17223,0.0019765,0.029412,0.5072,0.0015975,0.90592,0.89381,0.32399,0.0010373,0.5011,0.053998,2
826,0.06,0.33413,0.25132,0.00057451,-0.125,0.69164,0.00049288,0.89721,0.85361,0.23468,0.00026025,0.5298,0.042476,2
827,0.066667,0.37592,0.17399,0.0012111,-0.125,0.65418,0.0010416,0.89024,0.86804,0.23818,0.00055715,0.53201,0.055552,2
828,0.1232,0.47396,0.18453,0.016668,-0.0073529,0.34006,0.015748,0.89024,0.88969,0.43608,0.0094495,0.58499,0.036275,2
829,0.0984,0.37741,0.10545,0.0013838,0.0073529,0.5879,0.0013032,0.89024,0.89278,0.26795,0.0005938,0.58278,0.055137,2
830,0.11293,0.36769,0.11248,0.0033184,0,0.43228,0.003211,0.8885,0.82887,0.34676,0.0015615,0.59823,0.079485,2
831,0.1544,0.44369,0.2478,0.0084019,-0.044118,0.28242,0.0057152,0.85192,0.96392,0.77933,0.0035188,0.42163,0.054898,2
832,0.0856,0.38025,0.18453,0.0019017,-0.022059,0.5389,0.0018021,0.88676,0.86804,0.22592,0.00097501,0.5872,0.063809,2
833,0.050533,0.33544,0.21265,0.00073093,-0.080882,0.64553,0.00062407,0.89721,0.85876,0.21016,0.00038487,0.52759,0.046944,2
834,0.074133,0.3712,0.20035,0.0012931,-0.044118,0.5389,0.0010746,0.90767,0.9,0.25744,0.00087604,0.51435,0.036257,2
835,0.057467,0.35025,0.2232,0.00082033,-0.036765,0.55043,0.00072489,0.87282,0.85258,0.20665,0.00044352,0.54746,0.041425,2
836,0.0668,0.36698,0.23199,0.0037871,-0.051471,0.51297,0.0031473,0.89373,0.84021,0.25569,0.0024229,0.51435,0.033532,1
837,0.13613,0.45723,0.089631,0.0042725,0.088235,0.34006,0.0041174,0.89547,0.92784,0.37128,0.0014735,0.59603,0.048287,2
838,0.11147,0.40525,0.13357,0.0021714,0.11765,0.51585,0.0020199,0.90244,0.85052,0.28722,0.00098234,0.57616,0.051164,2
839,0.047467,0.34725,0.24605,0.00070698,-0.10294,0.68588,0.00060195,0.90941,0.86495,0.21191,0.00031523,0.52759,0.046125,2
840,0.088,0.39716,0.17575,0.0042267,-0.080882,0.50144,0.0036908,0.86934,0.86804,0.29597,0.0020307,0.54084,0.066454,2
841,0.0816,0.41133,0.14763,0.0012315,-0.095588,0.54467,0.0010585,0.89024,0.9,0.28897,0.00039587,0.53201,0.038909,2
842,0.11467,0.37914,0.1406,0.0022386,0.036765,0.45245,0.0018366,0.88502,0.86701,0.35902,0.0014405,0.50773,0.058102,2
843,0.10187,0.41749,0.18102,0.010912,-0.058824,0.38617,0.010641,0.8885,0.83918,0.331,0.0048421,0.60265,0.080078,2
844,0.074533,0.37703,0.14587,0.00083084,-0.095588,0.55908,0.00072002,0.87805,0.8866,0.22242,0.00040686,0.53642,0.036702,2
845,0.07,0.40583,0.12302,0.0015058,-0.11765,0.61095,0.0013145,0.8885,0.8701,0.23643,0.00057548,0.54084,0.056314,2
846,0.054533,0.34785,0.26186,0.0015111,-0.095588,0.51873,0.0013606,0.89024,0.8567,0.2662,0.0012206,0.55629,0.043665,1
847,0.065733,0.36604,0.22496,0.00085195,0.073529,0.57637,0.00079573,0.88502,0.84433,0.2049,0.00064145,0.57837,0.059109,1
848,0.075333,0.33822,0.23374,0.0017621,-0.036765,0.46686,0.0016766,0.9007,0.8732,0.31524,0.0012792,0.5894,0.038988,1
849,0.044,0.3698,0.1775,0.0005575,-0.19853,0.6196,0.00049701,0.90592,0.88454,0.36778,0.00019793,0.55188,0.095839,2
850,0.074,0.37131,0.22671,0.0029629,-0.10294,0.51585,0.0027474,0.89895,0.84845,0.29072,0.0016458,0.57395,0.098659,2
851,0.0616,0.3646,0.23726,0.0016156,-0.0073529,0.5245,0.0014846,0.90244,0.86804,0.31173,0.0010447,0.56954,0.053058,1
852,0.067733,0.33724,0.22671,0.0011265,-0.066176,0.56196,0.00106,0.9007,0.87216,0.33275,0.0014955,0.58278,0.053616,1
853,0.11187,0.44816,0.1283,0.0062485,0.088235,0.36311,0.0063857,0.8676,0.9,0.35727,0.0033502,0.63135,0.1222,2
854,0.053067,0.38748,0.15114,0.0003183,0.0073529,0.5389,0.00027399,0.85366,0.89794,0.34326,0.00018327,0.53201,0.065904,2
855,0.034933,0.36208,0.21441,0.00045791,-0.14706,0.70029,0.00038194,0.9007,0.83505,0.21541,0.00030057,0.51656,0.063016,1
856,0.062533,0.32717,0.25132,0.0023746,-0.088235,0.43804,0.0022455,0.89721,0.82784,0.1979,0.0015505,0.58499,0.043362,1
857,0.064667,0.39727,0.1652,0.00033248,-0.11765,0.76657,0.00028186,0.88328,0.88144,0.28021,8.7971e-05,0.52539,0.090556,2
858,0.0568,0.39578,0.2232,0.00025107,-0.058824,0.62824,0.00023801,0.89024,0.90103,0.38704,7.3309e-05,0.5872,0.087864,2
859,0.070533,0.39898,0.1775,0.00092675,-0.044118,0.59942,0.0008246,0.87456,0.89691,0.28897,0.00049484,0.54967,0.059352,2
860,0.056533,0.39002,0.18981,0.0010786,-0.20588,0.66859,0.00086058,0.91463,0.88144,0.31524,0.0005095,0.49448,0.063327,2
861,0.080933,0.40783,0.11599,0.00093126,-0.044118,0.46686,0.00089131,0.8885,0.89588,0.35201,0.00065978,0.59161,0.049419,1
862,0.0396,0.37892,0.17926,0.00020663,-0.022059,0.74352,0.00016304,0.9007,0.94124,0.26445,4.7651e-05,0.48786,0.081163,2
863,0.072133,0.38942,0.22671,0.0038123,-0.073529,0.45821,0.0035398,0.89024,0.88041,0.32049,0.0024045,0.57395,0.10348,2
864,0.072,0.36131,0.2812,0.0040173,-0.058824,0.44669,0.003289,0.89373,0.87113,0.41856,0.0022213,0.50552,0.046793,1
865,0.058133,0.3636,0.20387,0.00036473,-0.088235,0.75504,0.00030772,0.88153,0.89072,0.2697,0.00011729,0.52097,0.082965,2
866,0.083733,0.39545,0.13181,0.0020321,-0.073529,0.53602,0.0018651,0.89373,0.89072,0.2662,0.001074,0.56733,0.082768,2
867,0.072933,0.33026,0.20914,0.00086655,0.051471,0.46686,0.00078262,0.87631,0.8268,0.25919,0.00078807,0.5585,0.035764,1
868,0.15707,0.44375,0.27944,0.010501,0,0.22767,0.0076466,0.87631,0.95258,0.74781,0.0065575,0.45033,0.035191,2
869,0.0484,0.39113,0.18278,0.00036232,-0.26471,0.59942,0.00031822,0.88153,0.83711,0.28546,0.00014295,0.54305,0.057427,2
870,0.032933,0.35732,0.24253,0.00034257,-0.16176,0.72911,0.00027474,0.90941,0.82474,0.18564,0.0001906,0.49669,0.053279,1
871,0.114,0.4061,0.22671,0.0028896,-0.066176,0.4121,0.0023104,0.89024,0.89897,0.51138,0.0013855,0.49448,0.081687,2
872,0.057867,0.36851,0.12654,0.00068545,-0.044118,0.5879,0.00052324,0.8223,0.87423,0.28722,0.00021626,0.47241,0.060483,2
873,0.11173,0.342,0.24956,0.0042569,-0.080882,0.20173,0.0052028,0.85366,0.69485,0.25044,0.0018291,0.75717,0.12263,2
874,0.092267,0.34965,0.21793,0.0034097,-0.029412,0.317,0.0037834,0.84146,0.72062,0.28722,0.0010996,0.68653,0.10774,2
875,0.0984,0.38501,0.13533,0.0026035,0.044118,0.40346,0.0025562,0.87805,0.87938,0.28897,0.0015798,0.60706,0.048807,2
876,0.092533,0.36028,0.21265,0.0029358,-0.30147,0.27089,0.0031039,0.88328,0.8866,0.29947,0.0022323,0.65342,0.024792,0
877,0.064133,0.39705,0.18102,0.00032229,-0.14706,0.65418,0.00030098,0.89199,0.87113,0.32224,8.7971e-05,0.57837,0.10446,2
878,0.055067,0.40145,0.20211,0.00030948,-0.25,0.683,0.00024888,0.89373,0.86186,0.30473,0.00012096,0.49669,0.078211,2
879,0.1048,0.3797,0.1775,0.00083084,-0.11029,0.27666,0.00097115,0.8676,0.73711,0.2662,0.0004985,0.72406,0.053565,2
880,0.10133,0.41439,0.15993,0.00062021,0.051471,0.36599,0.00069828,0.87108,0.75876,0.28546,0.00021993,0.69757,0.089531,2
881,0.076933,0.44424,0.20387,0.00016115,-0.14706,0.51009,0.0001623,0.87805,0.86289,0.30473,7.6974e-05,0.62252,0.071119,2
882,0.047067,0.35532,0.21968,0.00080604,0.095588,0.65706,0.00068217,0.89199,0.83402,0.25394,0.00054615,0.52318,0.10213,1
883,0.0792,0.36662,0.27592,0.00028048,0,0.53026,0.00028374,0.88153,0.79072,0.30473,5.8647e-05,0.62693,0.084985,2
884,0.0588,0.36404,0.20387,0.0006866,-0.22794,0.66859,0.0006042,0.89895,0.86392,0.24518,0.0003079,0.54525,0.074226,2
885,0.10187,0.41624,0.11248,0.0034529,0.036765,0.48415,0.0032066,0.89547,0.87938,0.4028,0.0017191,0.57395,0.051696,2
886,0.10147,0.38586,0.20387,0.00045245,-0.036765,0.30548,0.00053149,0.85714,0.77113,0.30648,0.00015395,0.72627,0.059392,2
887,0.06,0.34694,0.20211,0.00021903,0.24265,0.54755,0.00022639,0.88328,0.89588,0.34501,7.3309e-05,0.64018,0.078108,2
888,0.0936,0.41382,0.15466,0.0013296,0.051471,0.42939,0.0013403,0.88502,0.90412,0.2697,0.00090537,0.62472,0.051766,2
889,0.1108,0.43087,0.11775,0.0019356,0.073529,0.36888,0.0018913,0.85889,0.91649,0.31349,0.001096,0.60486,0.043324,2
890,0.032,0.37018,0.20387,0.00039824,-0.38971,0.7464,0.00031185,0.87979,0.90309,0.24168,0.00012096,0.48344,0.07394,2
891,0.20013,0.68767,0.059754,0.047386,0.22794,0.28818,0.045791,0.89199,0.97835,0.83538,0.018536,0.59823,0.021868,2
892,0.10333,0.34936,0.20562,0.00047598,0.051471,0.31988,0.00058246,0.85192,0.78144,0.2627,0.00017961,0.75717,0.084669,2
893,0.075733,0.41219,0.18629,0.00091109,-0.13971,0.56484,0.00089131,0.8885,0.8732,0.31173,0.00045452,0.60486,0.083851,2
894,0.058933,0.3827,0.18981,0.00034435,-0.33088,0.61383,0.00029498,0.88676,0.87835,0.331,9.8967e-05,0.5298,0.071179,2
895,0.0528,0.34529,0.2232,0.0023988,-0.11029,0.49856,0.0022024,0.89024,0.85567,0.27846,0.0017081,0.56733,0.053385,1
896,0.064667,0.41382,0.14411,0.00022638,-0.22059,0.59078,0.0002054,0.86934,0.91237,0.32399,0.00011363,0.56071,0.070111,2
897,0.1292,0.45131,0.11775,0.0072159,0.16912,0.28242,0.0068719,0.81533,0.89175,0.40455,0.0034565,0.5894,0.032503,2
898,0.0452,0.35114,0.17047,0.00037587,-0.066176,0.67723,0.00031485,0.8885,0.87629,0.30473,0.00012096,0.51876,0.068856,2
899,0.0748,0.3783,0.19332,0.0010053,0.088235,0.52738,0.00089843,0.87108,0.83402,0.22242,0.00074042,0.55188,0.044785,1
900,0.073333,0.38464,0.1283,0.00031998,-0.21324,0.59654,0.00029011,0.89895,0.89381,0.30648,0.00010263,0.56071,0.10113,2
901,0.090533,0.34972,0.25483,0.0037749,-0.073529,0.33429,0.003467,0.88328,0.8433,0.4028,0.0022689,0.56733,0.079845,2
902,0.11027,0.42082,0.11599,0.0031046,0.014706,0.49856,0.0028122,0.8885,0.88557,0.38879,0.0012023,0.56071,0.084188,2
903,0.069733,0.35808,0.14587,0.0014036,0.036765,0.60807,0.0012395,0.89373,0.8701,0.31349,0.00055715,0.54746,0.090657,2
904,0.0616,0.3801,0.16169,0.0011519,-0.13235,0.63401,0.0010262,0.88502,0.87732,0.23117,0.00051316,0.55188,0.082809,2
905,0.070533,0.37418,0.16344,0.00048648,0.022059,0.51585,0.00051237,0.87979,0.82784,0.34326,0.00015761,0.65121,0.089303,2
906,0.14173,0.47614,0.096661,0.0029783,0.11029,0.34294,0.0029685,0.87979,0.90206,0.33975,0.0014479,0.61589,0.04507,1
907,0.074133,0.39262,0.16696,0.0007282,-0.16176,0.61671,0.00063606,0.88328,0.90825,0.29597,0.00022726,0.54084,0.073199,2
908,0.0592,0.36522,0.22144,0.0038082,-0.14706,0.52738,0.003403,0.90244,0.83711,0.28021,0.0030277,0.55188,0.052878,1
909,0.064533,0.41126,0.15817,0.00064122,0.0073529,0.60519,0.00057759,0.88502,0.8732,0.28021,0.00031889,0.55629,0.063751,2
910,0.090267,0.37979,0.18453,0.00036725,-0.23529,0.40058,0.00038456,0.89547,0.84433,0.30823,0.00013562,0.6468,0.06804,2
911,0.0776,0.38079,0.15993,0.0011258,-0.13971,0.63401,0.0011458,0.88502,0.86289,0.25569,0.00048384,0.62914,0.067262,2
912,0.059867,0.36784,0.22847,0.0017855,-0.10294,0.50432,0.0016346,0.9007,0.86082,0.2627,0.0013159,0.56733,0.055556,1
913,0.054133,0.3956,0.1529,0.00036284,-0.24265,0.69741,0.00029648,0.87805,0.8701,0.31349,0.00015028,0.50552,0.10035,2
914,0.0624,0.37443,0.18453,0.00062536,-0.13971,0.56484,0.00049176,0.78397,0.87423,0.2697,0.00015395,0.48565,0.07711,2
915,0.090133,0.39347,0.14763,0.0017556,0.080882,0.45533,0.0016938,0.8885,0.88144,0.25044,0.0014808,0.59603,0.057971,2
916,0.042667,0.3611,0.18278,0.00046768,-0.17647,0.74063,0.0003973,0.88502,0.87423,0.27145,0.00015028,0.52539,0.08138,2
917,0.078533,0.39284,0.15114,0.00064742,0.029412,0.5072,0.00059371,0.87108,0.88866,0.28546,0.00027491,0.56733,0.064412,2
918,0.065067,0.39109,0.20738,0.00075982,-0.25735,0.53314,0.00065518,0.8223,0.87423,0.38179,0.00025658,0.53422,0.077307,2
919,0.064267,0.38079,0.17575,0.0006304,-0.15441,0.62824,0.00055135,0.89373,0.8701,0.28196,0.0002016,0.54084,0.089316,2
920,0.10813,0.39556,0.17047,0.0019128,0.051471,0.38905,0.0020113,0.87979,0.91959,0.39755,0.00086138,0.65121,0.071345,2
921,0.075467,0.39825,0.1652,0.0010134,-0.080882,0.55331,0.00088606,0.89721,0.88969,0.36778,0.00037754,0.54084,0.070438,2
922,0.055067,0.38168,0.21968,0.00031158,-0.11765,0.73775,0.00026724,0.87108,0.8732,0.27846,0.00013562,0.5298,0.10413,2
923,0.0888,0.4119,0.19156,0.0068061,-0.066176,0.47262,0.0059416,0.8676,0.85258,0.30298,0.0036325,0.54084,0.10661,2
924,0.047067,0.38773,0.15993,0.00061296,-0.23529,0.75216,0.00048801,0.90244,0.9134,0.26095,0.00019427,0.49227,0.068933,2
925,0.0572,0.35728,0.18805,0.0011304,-0.11765,0.51873,0.00099514,0.90592,0.85979,0.30648,0.00058281,0.54525,0.073703,2
926,0.12493,0.36362,0.36204,0.0066016,-0.28676,0.21614,0.0044378,0.81359,0.96701,0.70928,0.0032696,0.41501,0.038292,2
927,0.051067,0.34669,0.17223,0.00059721,-0.088235,0.6196,0.00053711,0.87979,0.89794,0.2697,0.00027491,0.55629,0.091717,2
928,0.042933,0.40107,0.17047,0.00037303,-0.13235,0.72911,0.00029461,0.89721,0.85361,0.28722,0.00017228,0.48786,0.066397,2
929,0.0548,0.37972,0.2109,0.00077421,-0.20588,0.69452,0.00061882,0.90418,0.8567,0.29247,0.00038854,0.49448,0.069132,2
930,0.11373,0.4242,0.15466,0.0056303,0.0073529,0.40346,0.0052647,0.88328,0.89691,0.35727,0.0027821,0.57837,0.066633,2
931,0.096133,0.45467,0.089631,0.00053785,-0.16912,0.4755,0.00052099,0.88328,0.87113,0.4028,0.00015028,0.59823,0.076699,2
932,0.11147,0.46499,0.16696,0.047574,0.044118,0.32853,0.047802,0.88153,0.87732,0.44483,0.029683,0.62252,0.086926,1
933,0.096533,0.33493,0.29701,0.0023647,-0.022059,0.25648,0.0027017,0.84843,0.6567,0.23818,0.0011106,0.7064,0.052796,2
934,0.1088,0.46493,0.16872,0.017845,0.0073529,0.39481,0.016107,0.89895,0.90825,0.45534,0.010274,0.5585,0.036097,2
935,0.074667,0.36251,0.27592,0.0002955,-0.22794,0.58501,0.00027774,0.87108,0.90515,0.27846,8.4305e-05,0.58057,0.081713,2
936,0.0852,0.37278,0.22671,0.00071013,-0.25,0.4928,0.00062219,0.85192,0.89278,0.2627,0.00023459,0.54305,0.10511,2
937,0.049867,0.33324,0.18805,0.0004765,-0.16176,0.80403,0.00036919,0.90418,0.87216,0.29247,0.00012096,0.47903,0.079233,2
938,0.045867,0.36495,0.20738,0.00050308,-0.051471,0.61095,0.00047227,0.89199,0.85464,0.32224,0.00019793,0.58057,0.069993,2
939,0.097867,0.40129,0.26186,0.00025275,0.0073529,0.37464,0.00027811,0.85366,0.80412,0.29597,7.6974e-05,0.67991,0.064456,2
940,0.10533,0.3962,0.18102,0.00057388,-0.11029,0.38329,0.00063869,0.89199,0.8299,0.30648,0.0002126,0.68874,0.082433,2
941,0.0828,0.40712,0.16696,0.0027256,-0.058824,0.44669,0.0027748,0.88502,0.88969,0.27496,0.0016934,0.62914,0.10745,1
942,0.10067,0.4232,0.17047,0.0008593,-0.088235,0.42075,0.00080585,0.89547,0.95567,0.43783,0.0002859,0.58057,0.10941,2
943,0.0632,0.36117,0.21617,0.00034866,-0.27206,0.69164,0.00029685,0.91115,0.86907,0.24518,0.0002016,0.52759,0.074466,2
944,0.083467,0.39375,0.1283,0.00072326,-0.044118,0.44957,0.00069004,0.86063,0.9268,0.30298,0.0003922,0.5894,0.077048,2
945,0.060933,0.37845,0.28295,0.00018373,-0.18382,0.52161,0.00019078,0.87631,0.86598,0.30123,5.1316e-05,0.64238,0.077309,2
946,0.042933,0.34507,0.1775,0.00068103,-0.18382,0.72334,0.00057534,0.8676,0.83711,0.2662,0.00031523,0.52318,0.086373,2
947,0.073733,0.37187,0.26011,0.00026588,0.022059,0.4611,0.00027212,0.85192,0.80103,0.27145,0.00010996,0.63355,0.072399,2
948,0.050267,0.33161,0.19859,0.0010854,-0.066176,0.57349,0.00098389,0.89721,0.83608,0.19089,0.0005938,0.56071,0.048552,1
949,0.045733,0.31767,0.23199,0.00039793,-0.058824,0.7147,0.00030772,0.88502,0.85979,0.19965,0.00027857,0.47903,0.040983,1
950,0.0724,0.35597,0.28998,0.016585,-0.022059,0.33718,0.01685,0.89199,0.76289,0.21016,0.015421,0.62914,0.0035995,0
951,0.081067,0.33208,0.42179,0.0018115,0.022059,0.42075,0.0015191,0.89721,0.61959,0.19089,0.0025402,0.51876,0.025838,1
952,0.0924,0.32263,0.30404,0.0018699,0.10294,0.39481,0.0017245,0.8885,0.66495,0.15937,0.0016898,0.56954,0.02563,0
953,0.11933,0.41415,0.13181,0.0020076,0.17647,0.31124,0.0019029,0.89024,0.82887,0.21016,0.001085,0.5872,0.013519,2
954,0.0784,0.42336,0.23902,0.00087044,-0.11029,0.46686,0.00071627,0.88153,0.7866,0.18564,0.00095302,0.50993,0.0191,0
955,0.10387,0.374,0.27417,0.0039953,0.11029,0.43228,0.0034521,0.90418,0.71649,0.1944,0.0035848,0.53422,0.04021,1
956,0.086667,0.34087,0.38489,0.0011645,0.17647,0.42075,0.0010038,0.88153,0.60825,0.17688,0.0013269,0.53422,0.020726,1
957,0.07,0.25635,0.54657,0.0031578,-0.044118,0.39481,0.002747,0.90941,0.58351,0.15762,0.0020563,0.53863,0.00059329,0
958,0.17573,0.52344,0.098418,0.0090333,0.38235,0.23343,0.009237,0.88153,0.87732,0.3993,0.0045781,0.63355,0.01286,1
959,0.11267,0.40779,0.24605,0.0020338,0.044118,0.39193,0.0018152,0.89547,0.77732,0.23643,0.0008907,0.55188,0.031651,1
960,0.091733,0.40505,0.27241,0.0052264,-0.0073529,0.44957,0.004063,0.8885,0.80412,0.24694,0.0056228,0.48124,0.0042023,1
961,0.1152,0.40674,0.20914,0.0029096,-0.022059,0.40634,0.0023523,0.87805,0.78969,0.338,0.0017118,0.5011,0.015284,1
962,0.092,0.36649,0.18981,0.0008697,0.14706,0.38905,0.00079274,0.87979,0.71753,0.16637,0.00058281,0.56291,0.01477,0
